t_s,d_m,x_m,y_m,psi_rad,k_radpm,vx_mps,vy_mps,a_mps2,omega_radps,delta_rad,s_m
8.857228024465705,54.31704004613452,17.038088470186025,13.731066262485552,-2.429057445888389,0.0015746660479450038,7.999999808368675,0.001751028603370852,0.0,0.01259732808180469,0.0005196397490498572,56.097197383888684
8.892438829690125,54.598726487929866,16.82497470657482,13.546865895355657,-2.4287551327279893,0.0005847177769143532,7.999999973576997,0.0006502061657812108,0.0,0.004677742199864826,0.0001929568639869906,56.59225261619697
8.927650465211396,54.88041957210005,16.611886260897176,13.362626084272394,-2.4287316627881883,-0.0004051034289298293,7.9999999873170164,-0.0004504750122557993,0.0,-0.0032408274263007143,-0.00013368413075046738,56.77512505985112
8.962862772761149,55.16211803249806,16.398772724761294,13.178407075192805,-2.428987016086192,-0.0013948373869222322,7.999999849638469,-0.0015510591451050682,0.0,-0.011158698885647973,-0.000460296305176262,57.140869947159416
8.99807559743201,55.44382062986495,16.18558368977536,12.99426911407392,-2.429521180014337,-0.002384522487208299,7.99999956056727,-0.002651588860126254,-0.9277785153488469,-0.019076178849829165,-0.0007868922583642868,57.32374239081356
9.033360992080773,55.725526217524774,15.972268747547579,12.810272446872785,-2.4303341489036367,-0.0033741922344163473,7.967262092648317,-0.0037367472696777427,-1.7999999999999812,-0.026883073882573688,-0.0011134829771753106,57.6359251794677
9.068861495557158,56.00723380707849,15.758777489686148,12.626477319546435,-2.431425922937757,-0.0043638717891781005,7.903360608712175,-0.004794006083608413,-1.8000000000000054,-0.034489252400060524,-0.0014400766949409045,58.00167006677599
9.104651537716983,56.28894263410021,15.545059507799257,12.442943978051911,-2.432787968495637,-0.00535357450839349,7.838937816370678,-0.005833320935657929,-1.7999999999999994,-0.04196633766660379,-0.001766677749745311,58.18454251043014
9.140738251558385,56.5706521923993,15.331065981628113,12.25973086172585,-2.4340853235737843,-0.00449973399445712,7.7739823812732345,-0.004862338538272297,-1.8000000000000005,-0.034980852793325884,-0.0014849111267794858,58.55028739773842
9.177128801438506,56.85235989643938,15.116858066072751,12.076771304913526,-2.434656476186613,0.00038052563537557783,7.708480901312438,0.00040772516839258677,-1.800000000000002,0.0029332745927524223,0.00012557345901389756,58.55028739773842
9.213830099673679,57.134058866571415,14.902676406207961,11.893794458424656,-2.4338527777432613,0.005261580294264604,7.642416531357863,0.005589355162851688,-1.799999999999995,0.04021118822195458,0.001736319752215983,59.04534263004672
9.25084934088099,57.41574202141903,14.688778192818331,11.710510651083062,-2.4316740445998333,0.010144479208772678,7.575776409519632,0.01068247057245886,-1.8000000000000005,0.07685230627668244,0.0033476656332264375,59.411087517355
9.288194276071039,57.69740400194725,14.475420616688483,11.526630211712595,-2.428119921842263,0.015029824619546812,7.508546672138211,0.015686447408558766,-1.8000000000000096,0.11285213962991916,0.004959801454289273,59.59395996100915
9.325873458436298,57.979042769996184,14.262860868603012,11.341863469137085,-2.4231899875495615,0.01991735548618899,7.440712014286451,0.020599703569987183,-1.7999999999999863,0.14819930625890057,0.006572632663991674,59.776832404663296
9.363896503779582,58.26066120775748,14.051356139346515,11.155920752180364,-2.416883935203146,0.024805529946679214,7.372255225528147,0.02541930499022471,-1.8000000000000027,0.18287269777140078,0.008185642051909582,60.27188763697158
9.402274366973465,58.54226871769647,13.841163619703611,10.968512389666286,-2.4092018343959403,0.029691108054202487,7.303156698314199,0.030140595238632314,-1.8000000000000023,0.21683881466641955,0.009797752131017048,60.63763252427987
9.441019635892179,58.823882821444656,13.63254050045889,10.77934871041867,-2.400144469735683,0.03456873860794747,7.2333939062710355,0.03475685314399429,-1.8000000000000014,0.25004930319420354,0.01140718893200518,60.82050496793402
9.480146844286434,59.105530754890886,13.425743972396978,10.588140043261374,-2.3897137572244707,0.039430556917529384,7.162940849521644,0.039258985814090375,-1.8000000000000003,0.2824387468639595,0.0130113494799886,61.1862498552423
9.519672805082767,59.387251055094524,13.221031226302454,10.394596717018214,-2.3779132363221427,0.04426580403424119,7.091767464066865,0.04363526764609001,-1.7999999999999992,0.31392278882079144,0.014606676440170913,61.1862498552423
9.559616965587441,59.66909513274123,13.018659452959943,10.198429060513051,-2.3647486342602075,0.049060482219240246,7.019838992132796,0.047871139361709,-1.800000000000011,0.3443966860554604,0.01618854481226351,61.68130508755059
9.600001786070006,59.95112882169408,12.818885843154035,9.999347402569706,-2.3502284968799128,0.053797065972397834,6.947115310245254,0.05194908447217354,-1.8000000000000134,0.37373442066311896,0.01775116704834936,62.047049974858886
9.640853143206861,60.2334338948011,12.621967587669348,9.797062072012025,-2.334368925983456,0.05845429245828897,6.8735502116100635,0.05584860348717023,-1.8000000000000045,0.40178851429618867,0.01928752444696956,62.22992241851303
9.682200603409083,60.516108468535975,12.428161773673454,9.591284956915175,-2.317381288012622,0.061995603425014915,6.799099224750771,0.05859048202671155,-1.800000000000005,0.42151425918497515,0.02045569552304669,62.595667305821316
9.724064399690537,60.79917782193887,12.237716734020463,9.381859682157076,-2.299661460215813,0.06309691284312895,6.723738241343416,0.058970350485374155,-1.8000000000000032,0.42424712579405865,0.020818972863421357,62.77853974947546
9.766443632292361,61.082519248413185,12.050865528612666,9.168859703297562,-2.281596977722602,0.06433362596712969,6.647448436764883,0.05944397012995919,-1.799999999999991,0.4276544613666129,0.021226907842955427,63.14428463678375
