time,data
1726940461.82,0.0285848435014
1726940472.64,0.00489533459768
1726940483.26,0.00116583402269
1726940493.71,0.00119124760386
1726940503.82,0.00138737331145
1726940513.74,0.00234506023116
1726940523.54,0.00161346048117
1726940533.09,0.00121984235011
1726940542.49,0.00483213830739
1726940551.52,0.00553775392473
1726940560.57,0.00469359848648
1726940569.61,0.0077215093188
1726940578.51,0.00571809988469
1726940587.35,0.0030166094657
1726940596.01,0.00487901037559
1726940604.69,0.0162529982626
1726940613.4,0.0149648794904
1726940621.9,0.0110849710181
1726940630.61,0.00914204493165
1726940639.54,0.0325802117586
1726940648.16,0.0261947140098
1726940656.66,0.0273040793836
1726940665.37,0.0417948774993
1726940674.93,0.0305814538151
