time,data
1726939223.91,0.00683505134657
1726939234.56,0.00103063043207
1726939245.18,0.000629418354947
1726939255.64,0.0012215222232
1726939265.77,0.00135575025342
1726939275.53,0.0012900828151
1726939285.05,0.00163480022456
1726939294.45,0.00399202154949
1726939303.7,0.00296902330592
1726939312.71,0.00319710653275
1726939321.62,0.00250322371721
1726939330.44,0.00156420434359
1726939339.15,0.00363215315156
1726939347.64,0.00585831003264
1726939355.96,0.00996514223516
1726939364.29,0.00343513931148
1726939372.67,0.0115294810385
1726939380.79,0.00916813127697
1726939389.3,0.0484904758632
1726939397.45,0.0105203585699
1726939405.67,0.0101933460683
1726939413.94,0.0147998183966
1726939422.09,0.0152883054689
1726939430.42,0.0212967190892
