d_m,x_m,y_m,psi_rad,k_radpm,v_mps,a_mps2
75.1108648,16.1200773,17.8199435,-1.4320752,-0.1208780,7.4259410,4.1761291
75.3106278,16.3182315,17.8452305,-1.4553617,-0.1118012,7.5374446,4.1421249
75.5103907,16.5168983,17.8660870,-1.4767008,-0.1018505,7.6464343,4.1083976
75.7101537,16.7159517,17.8829047,-1.4959502,-0.0908741,7.7530232,4.0749449
75.9099166,16.9152758,17.8961085,-1.5129384,-0.0785073,7.8573160,4.0417647
76.1096795,17.1147796,17.9061869,-1.5272473,-0.0647573,7.9594098,1.6214120
76.3094425,17.3144012,17.9136839,-1.5388111,-0.0510149,8.0000000,0.0000000
76.5092054,17.5140865,17.9191379,-1.5478729,-0.0421087,8.0000000,0.0000000
76.7089684,17.7138153,17.9229045,-1.5558691,-0.0379509,8.0000000,0.0000000
76.9087313,17.9135639,17.9251520,-1.5631058,-0.0345039,8.0000000,0.0000000
77.1084942,18.1133258,17.9260309,-1.5694118,-0.0262453,8.0000000,0.0000000
77.3082572,18.3130887,17.9258702,-1.5733581,-0.0132794,8.0000000,0.0000000
77.5080201,18.5128503,17.9251597,-1.5750158,-0.0033171,8.0000000,0.0000000
77.7077830,18.7126113,17.9243157,-1.5747186,0.0059466,8.0000000,0.0000000
77.9075460,18.9123734,17.9237079,-1.5726738,0.0145271,8.0000000,0.0000000
78.1073089,19.1121362,17.9236828,-1.5688702,0.0235547,8.0000000,0.0000000
78.3070719,19.3118972,17.9245952,-1.5633342,0.0311716,8.0000000,0.0000000
78.5068348,19.5116478,17.9267492,-1.5564846,0.0373613,8.0000000,0.0000000
78.7065977,19.7113788,17.9303296,-1.5493787,0.0337821,8.0000000,0.0000000
78.9063607,19.9110806,17.9352563,-1.5430311,0.0293427,8.0000000,0.0000000
79.1061236,20.1107498,17.9413521,-1.5376975,0.0240572,8.0000000,0.0000000
79.3058866,20.3103880,17.9484079,-1.5334124,0.0188450,8.0000000,0.0000000
79.5056495,20.5099978,17.9562152,-1.5301686,0.0136299,8.0000000,0.0000000
79.7054124,20.7095864,17.9645659,-1.5279670,0.0084119,8.0000000,0.0000000
79.9051754,20.9091595,17.9732518,-1.5268098,0.0031744,8.0000000,0.0000000
80.1049383,21.1087276,17.9820644,-1.5266982,-0.0020524,8.0000000,0.0000000
80.3047012,21.3083009,17.9907952,-1.5276292,-0.0072681,8.0000000,0.0000000
80.5044642,21.5078837,17.9992363,-1.5295981,-0.0124446,8.0000000,0.0000000
80.7042271,21.7074883,18.0071814,-1.5325998,-0.0175954,8.0000000,0.0000000
80.9039901,21.9071216,18.0144250,-1.5366267,-0.0227205,8.0000000,0.0000000
81.1037530,22.1067818,18.0207629,-1.5416674,-0.0277469,8.0000000,0.0000000
81.3035159,22.3064761,18.0259942,-1.5477089,-0.0327074,8.0000000,0.0000000
81.5032789,22.5062018,18.0299208,-1.5547318,-0.0376038,8.0000000,0.0000000
81.7030418,22.7059481,18.0323474,-1.5627272,-0.0424460,8.0000000,0.0000000
81.9028047,22.9057096,18.0330802,-1.5716891,-0.0472689,8.0000000,0.0000000
82.1025677,23.1054693,18.0319268,-1.5816117,-0.0520753,8.0000000,0.0000000
82.3023306,23.3052051,18.0286956,-1.5924914,-0.0568522,8.0000000,0.0000000
82.5020936,23.5048920,18.0231963,-1.6043259,-0.0616310,8.0000000,0.0000000
82.7018565,23.7044942,18.0152390,-1.6171151,-0.0664153,8.0000000,0.0000000
82.9016194,23.9039758,18.0046343,-1.6308593,-0.0711922,8.0000000,0.0000000
83.1013824,24.1032851,17.9911938,-1.6455610,-0.0760166,8.0000000,0.0000000
83.3011453,24.3023636,17.9747286,-1.6612329,-0.0808936,8.0000000,0.0000000
