d_m,x_m,y_m,psi_rad,k_radpm,v_mps,a_mps2
63.7977085,5.5585360,13.5449005,-1.7778546,-0.1240175,6.4915897,4.4411535
63.9977013,5.7539448,13.5015382,-1.7993834,-0.0915928,6.6270004,4.4049497
64.1976942,5.9483199,13.4546359,-1.8147876,-0.0626276,6.7586279,4.3690411
64.3976870,6.1422462,13.4052596,-1.8245146,-0.0349117,6.8866977,4.3334252
64.5976798,6.3356867,13.3545645,-1.8287887,-0.0077576,7.0114130,4.2980996
64.7976726,6.5292269,13.3035319,-1.8274662,0.0210699,7.1329581,4.2630620
64.9976654,6.7229165,13.2533358,-1.8202791,0.0511761,7.2515002,4.2283100
65.1976582,6.9167554,13.2052160,-1.8069135,0.0828971,7.3671920,4.1938413
65.3976511,7.1118988,13.1602503,-1.7862550,0.1236884,7.4801734,3.9389189
65.5976439,7.3074602,13.1202527,-1.7574804,0.1640003,7.5847548,-0.8468458
65.7976367,7.5046584,13.0865909,-1.7211094,0.1982546,7.5623924,-1.7232852
65.9976295,7.7022391,13.0606908,-1.6810617,0.2022676,7.5166808,-1.7197347
66.1976223,7.9014225,13.0427145,-1.6405024,0.2036985,7.4707845,-1.7088401
66.3976151,8.1016237,13.0328593,-1.5993516,0.2070542,7.4248979,-1.7069529
66.5976080,8.3010691,13.0312980,-1.5578415,0.2089655,7.3787772,-1.7285950
66.7976008,8.5013295,13.0381009,-1.5157778,0.2105627,7.3317760,-1.7730210
66.9975936,8.7006859,13.0533032,-1.4735396,0.2122479,7.2832518,-1.8155911
67.1975864,8.8992903,13.0769591,-1.4309210,0.2133805,7.2332251,-1.8995979
67.3975792,9.0970648,13.1091415,-1.3879791,0.2155932,7.1805107,-1.9252358
67.5975720,9.2928265,13.1497149,-1.3448577,0.2163104,7.1266870,-2.0448885
67.7975649,9.4869486,13.1988065,-1.3012535,0.2186008,7.0690693,-2.0918572
67.9975577,9.6785267,13.2562814,-1.2573205,0.2213314,7.0096383,-2.1237304
68.1975505,9.8678495,13.3223583,-1.2125922,0.2242656,6.9487817,-2.0643746
68.3975433,10.0529582,13.3964467,-1.1673784,0.2297285,6.8891107,-1.9684340
68.5975361,10.2358878,13.4796005,-1.1207370,0.2353157,6.8317276,-1.7373647
68.7975289,10.4141319,13.5710260,-1.0727131,0.2435900,6.7806770,-1.2988560
68.9975218,10.5863020,13.6702042,-1.0232346,0.2557874,6.7422590,-1.1044168
69.1975146,10.7558268,13.7797230,-0.9709918,0.2624168,6.7094192,-0.9100334
69.3975074,10.9181635,13.8972008,-0.9175187,0.2687431,6.6822381,-0.9100334
69.5975002,11.0726904,14.0221809,-0.8638142,0.2707081,6.6549459,-0.8918190
69.7974930,11.2207095,14.1556243,-0.8108497,0.2589262,6.6280910,-0.2703852
69.9974858,11.3626442,14.2975834,-0.7603821,0.2398661,6.6199275,0.5951015
70.1974787,11.4968458,14.4452303,-0.7166761,0.1903596,6.6378816,2.7144831
70.3974715,11.6252178,14.5970632,-0.6926710,0.0299002,6.7191686,4.3798799
70.5974643,11.7515678,14.7487318,-0.6996820,-0.0739788,6.8482929,4.3441756
70.7974571,11.8786906,14.8978505,-0.7074792,0.0465625,6.9740034,4.3087624
70.9974499,12.0084862,15.0523326,-0.6877497,0.1140149,7.0964897,4.2736379
71.1974427,12.1349425,15.2098420,-0.6653013,0.1108461,7.2159241,4.2387997
71.3974356,12.2570296,15.3687112,-0.6471310,0.0597334,7.3324634,4.2042455
71.5974284,12.3785692,15.5309650,-0.6404064,0.0083890,7.4462512,4.1699730
71.7974212,12.4993775,15.6928227,-0.6436185,-0.0411026,7.5574193,4.1359799
71.9974140,12.6205808,15.8523784,-0.6574368,-0.0871531,7.6660889,-6.2458526
72.1974068,12.7454063,16.0111909,-0.6747957,-0.0857104,7.5013777,-8.2941156
72.3973996,12.8724152,16.1671157,-0.6924895,-0.0903647,7.2768909,-8.2899189
72.5973925,12.9992004,16.3172497,-0.7099696,-0.0921039,7.0453738,-6.7582599
72.7973853,13.1300087,16.4662882,-0.7320469,-0.1320634,6.8508456,-5.9950246
72.9973781,13.2661761,16.6135764,-0.7610927,-0.1552141,6.6735419,-5.9504403
73.1973709,13.4059097,16.7557735,-0.7918638,-0.1442742,6.4927707,-4.4789460
73.3973637,13.5494780,16.8929911,-0.8267229,-0.2067086,6.3533107,-1.1470626
73.5973565,13.6981649,17.0236577,-0.8761325,-0.2923447,6.3170997,-0.8067202
73.7973494,13.8546712,17.1462886,-0.9363919,-0.3031599,6.2915079,-0.8067202
73.9973422,14.0204353,17.2606631,-0.9970002,-0.2945220,6.2658116,-0.3631929
74.1973350,14.1932190,17.3652890,-1.0553330,-0.2852873,6.2542085,0.0437701
74.3973278,14.3683838,17.4582205,-1.1100476,-0.2671712,6.2556080,0.7473474
74.5973206,14.5512020,17.5429851,-1.1629050,-0.2556011,6.2794553,1.1176195
74.7973134,14.7367193,17.6176919,-1.2126304,-0.2434371,6.3149498,1.4793301
74.9973063,14.9260834,17.6834098,-1.2604666,-0.2318508,6.3616273,1.7921239
75.1972991,15.1182204,17.7402163,-1.3058882,-0.2227327,6.4177196,1.9868681
75.3972919,15.3127690,17.7884495,-1.3491802,-0.2091749,6.4793398,2.3628419
75.5972847,15.5087513,17.8283926,-1.3899571,-0.1982299,6.5518659,2.6157252
75.7972775,15.7066485,17.8606152,-1.4284053,-0.1858517,6.6312291,2.9313142
75.9972703,15.9053495,17.8854065,-1.4645640,-0.1745344,6.7190537,3.2004372
76.1972632,16.1036682,17.9031684,-1.4978875,-0.1596926,6.8136489,3.6399640
76.3972560,16.3039414,17.9147733,-1.5267463,-0.1251333,6.9196637,4.3241492
76.5972488,16.5032882,17.9213417,-1.5476280,-0.0856801,7.0435320,4.2888993
76.7972416,16.7031764,17.9244930,-1.5612553,-0.0502334,7.1642753,4.2539367
76.9972344,16.9034055,17.9255858,-1.5687447,-0.0280208,7.2820570,4.2192591
77.1972272,17.1030569,17.9255574,-1.5725814,-0.0128891,7.3970263,4.1848642
77.3972201,17.3030646,17.9249722,-1.5747133,-0.0083844,7.5093197,4.1507497
77.5972129,17.5031744,17.9240448,-1.5760627,-0.0055878,7.6190631,4.1169133
77.7972057,17.7029428,17.9228958,-1.5769589,-0.0033734,7.7263723,4.0833527
77.9971985,17.9029016,17.9216112,-1.5774064,-0.0010882,7.8313544,4.0500657
78.1971913,18.1029408,17.9202834,-1.5773767,0.0014307,7.9341086,2.6248947
78.3971841,18.3028102,17.9190141,-1.5768295,0.0040705,8.0000000,0.0000000
78.5971770,18.5027537,17.9179073,-1.5757434,0.0067943,8.0000000,0.0000000
78.7971698,18.7026644,17.9170782,-1.5740094,0.0106982,8.0000000,0.0000000
78.9971626,18.9025576,17.9166791,-1.5713727,0.0170701,8.0000000,0.0000000
79.1971554,19.1026775,17.9169698,-1.5669961,0.0266184,8.0000000,0.0000000
79.3971482,19.3024961,17.9183193,-1.5607986,0.0353617,8.0000000,0.0000000
79.5971410,19.5024848,17.9210818,-1.5529193,0.0428469,8.0000000,0.0000000
79.7971339,19.7025937,17.9255597,-1.5437193,0.0488778,8.0000000,0.0000000
79.9971267,19.9023241,17.9319196,-1.5343385,0.0450252,8.0000000,0.0000000
80.1971195,20.1021400,17.9400807,-1.5257868,0.0398636,8.0000000,0.0000000
80.3971123,20.3020508,17.9498419,-1.5184369,0.0335939,8.0000000,0.0000000
80.5971051,20.5015959,17.9609289,-1.5123576,0.0272666,8.0000000,0.0000000
80.7970979,20.7012029,17.9731113,-1.5075330,0.0209546,8.0000000,0.0000000
80.9970908,20.9009271,17.9861417,-1.5039697,0.0146647,8.0000000,0.0000000
81.1970836,21.1003166,17.9997370,-1.5016755,0.0083153,8.0000000,0.0000000
81.3970764,21.2998157,18.0136732,-1.5006431,0.0019808,8.0000000,0.0000000
81.5970692,21.4994804,18.0277007,-1.5008803,-0.0043322,8.0000000,0.0000000
81.7970620,21.6988348,18.0415321,-1.5023849,-0.0107066,8.0000000,0.0000000
81.9970548,21.8983853,18.0549480,-1.5051632,-0.0171522,8.0000000,0.0000000
82.1970477,22.0981037,18.0676869,-1.5092511,-0.0236813,8.0000000,0.0000000
82.3970405,22.2976040,18.0794586,-1.5147111,-0.0309878,8.0000000,0.0000000
82.5970333,22.4973504,18.0900036,-1.5216416,-0.0383824,8.0000000,0.0000000
82.7970261,22.6972166,18.0990165,-1.5300735,-0.0458849,8.0000000,0.0000000
82.9970189,22.8969639,18.1061877,-1.5399987,-0.0534341,8.0000000,0.0000000
83.1970117,23.0969575,18.1112292,-1.5514388,-0.0609592,8.0000000,0.0000000
83.3970046,23.2969418,18.1138309,-1.5643885,-0.0685153,8.0000000,0.0000000
83.5969974,23.4968508,18.1136924,-1.5788430,-0.0761207,8.0000000,0.0000000
83.7969902,23.6969294,18.1105078,-1.5948326,-0.0837066,8.0000000,0.0000000
83.9969830,23.8967386,18.1039795,-1.6123395,-0.0914166,8.0000000,0.0000000
84.1969758,24.0964206,18.0937993,-1.6313867,-0.0991313,8.0000000,0.0000000
84.3969686,24.2961016,18.0796448,-1.6519917,-0.1066736,8.0000000,0.0000000
