d_m,x_m,y_m,psi_rad,k_radpm,v_mps,a_mps2
63.5334655,23.6762624,36.4648797,1.5704755,-0.0001227,8.0000000,0.0000000
63.7332563,23.4764716,36.4649461,1.5704528,-0.0001056,8.0000000,0.0000000
63.9330470,23.2766809,36.4650168,1.5704334,-0.0000884,8.0000000,0.0000000
64.1328378,23.0768901,36.4650909,1.5704174,-0.0000712,8.0000000,0.0000000
64.3326286,22.8770994,36.4651680,1.5704049,-0.0000539,8.0000000,0.0000000
64.5324194,22.6773086,36.4652471,1.5703959,-0.0000367,8.0000000,0.0000000
64.7322101,22.4775179,36.4653277,1.5703902,-0.0000197,8.0000000,0.0000000
64.9320009,22.2777271,36.4654091,1.5703881,-0.0000013,8.0000000,0.0000000
65.1317917,22.0779364,36.4654903,1.5704006,0.0002666,8.0000000,0.0000000
65.3315824,21.8781456,36.4655601,1.5705130,0.0008592,8.0000000,0.0000000
65.5313732,21.6783548,36.4655844,1.5709237,0.0033775,8.0000000,0.0000000
65.7311640,21.4785636,36.4654746,1.5718404,0.0054978,8.0000000,0.0000000
65.9309548,21.2787734,36.4651467,1.5730816,0.0069279,8.0000000,0.0000000
66.1307455,21.0789828,36.4645489,1.5745038,0.0072365,8.0000000,0.0000000
66.3305363,20.8791950,36.4636615,1.5759982,0.0080544,8.0000000,0.0000000
66.5303271,20.6794079,36.4624510,1.5777648,0.0096292,8.0000000,0.0000000
66.7301179,20.4796241,36.4608519,1.5799133,0.0119241,8.0000000,0.0000000
66.9299086,20.2798435,36.4587770,1.5825251,0.0141625,8.0000000,0.0000000
67.1296994,20.0800703,36.4561371,1.5855648,0.0162656,8.0000000,0.0000000
67.3294902,19.8803063,36.4528489,1.5890117,0.0182311,8.0000000,0.0000000
67.5292809,19.6805559,36.4488330,1.5928489,0.0201738,8.0000000,0.0000000
67.7290717,19.4808239,36.4440121,1.5970718,0.0220994,8.0000000,0.0000000
67.9288625,19.2811140,36.4383094,1.6016798,0.0240287,8.0000000,0.0000000
68.1286533,19.0814345,36.4316480,1.6066731,0.0259545,8.0000000,0.0000000
68.3284440,18.8817929,36.4239513,1.6120505,0.0278761,8.0000000,0.0000000
68.5282348,18.6821955,36.4151428,1.6178114,0.0297935,8.0000000,0.0000000
68.7280256,18.4826551,36.4051464,1.6239554,0.0317091,8.0000000,0.0000000
68.9278163,18.2831835,36.3938862,1.6304817,0.0336232,8.0000000,0.0000000
69.1276071,18.0837889,36.3812861,1.6373901,0.0355325,8.0000000,0.0000000
69.3273979,17.8844905,36.3672710,1.6446800,0.0374419,8.0000000,0.0000000
69.5271887,17.6853048,36.3517655,1.6523513,0.0393523,8.0000000,0.0000000
69.7269794,17.4862421,36.3346941,1.6604042,0.0412606,8.0000000,0.0000000
69.9267702,17.2873300,36.3159826,1.6688384,0.0431666,8.0000000,0.0000000
70.1265610,17.0885898,36.2955567,1.6776526,0.0450702,8.0000000,0.0000000
70.3263517,16.8900338,36.2733409,1.6868515,0.0470162,8.0000000,0.0000000
70.5261425,16.6916997,36.2492615,1.6964388,0.0489408,8.0000000,0.0000000
70.7259333,16.4936160,36.2232449,1.7064054,0.0508336,8.0000000,0.0000000
70.9257241,16.2957945,36.1952180,1.7167220,0.0524227,8.0000000,0.0000000
71.1255148,16.0982836,36.1651217,1.7273505,0.0539356,8.0000000,0.0000000
71.3253056,15.9011169,36.1329003,1.7382696,0.0553764,8.0000000,0.0000000
71.5250964,15.7043010,36.0984961,1.7494847,0.0568918,8.0000000,0.0000000
71.7248872,15.5078993,36.0618589,1.7610037,0.0584182,8.0000000,0.0000000
71.9246779,15.3119488,36.0229340,1.7728276,0.0599531,8.0000000,0.0000000
72.1244687,15.1164557,35.9816599,1.7849624,0.0615171,8.0000000,0.0000000
72.3242595,14.9214973,35.9379889,1.7974107,0.0631000,8.0000000,0.0000000
72.5240502,14.7271182,35.8918669,1.8101764,0.0647026,8.0000000,0.0000000
72.7238410,14.5333237,35.8432290,1.8232643,0.0663050,8.0000000,0.0000000
72.9236318,14.3402058,35.7920322,1.8366736,0.0679413,8.0000000,0.0000000
73.1234226,14.1478153,35.7382229,1.8504136,0.0696163,8.0000000,0.0000000
73.3232133,13.9561607,35.6817335,1.8644953,0.0713410,8.0000000,0.0000000
73.5230041,13.7653473,35.6225233,1.8789216,0.0730654,8.0000000,0.0000000
73.7227949,13.5754353,35.5605396,1.8936897,0.0747867,8.0000000,0.0000000
73.9225856,13.3864370,35.4957135,1.9088090,0.0765548,8.0000000,0.0000000
74.1223764,13.1984694,35.4280103,1.9242822,0.0783403,8.0000000,0.0000000
74.3221672,13.0116009,35.3573799,1.9401122,0.0801427,8.0000000,0.0000000
74.5219580,12.8258558,35.2837540,1.9563075,0.0819710,8.0000000,0.0000000
74.7217487,12.6413567,35.2071022,1.9728693,0.0838277,8.0000000,0.0000000
74.9215395,12.4581812,35.1273776,1.9898042,0.0857142,8.0000000,0.0000000
75.1213303,12.2763722,35.0445163,2.0071187,0.0876048,8.0000000,0.0000000
75.3211210,12.0960539,34.9584916,2.0248118,0.0895146,8.0000000,0.0000000
75.5209118,11.9173125,34.8692609,2.0428870,0.0914483,8.0000000,0.0000000
75.7207026,11.7402149,34.7767700,2.0613669,0.0935414,8.0000000,0.0000000
75.9204934,11.5648844,34.6809899,2.0802666,0.0956604,8.0000000,0.0000000
76.1202841,11.3914211,34.5818793,2.0995918,0.0978010,8.0000000,0.0000000
76.3200749,11.2199205,34.4793944,2.1193451,0.0999407,8.0000000,0.0000000
76.5198657,11.0505048,34.3735083,2.1395304,0.1021549,8.0000000,0.0000000
76.7196565,10.8832827,34.2641851,2.1601672,0.1044458,8.0000000,0.0000000
76.9194472,10.7183824,34.1513985,2.1812762,0.1068711,8.0000000,0.0000000
77.1192380,10.5559314,34.0351191,2.2028845,0.1095412,8.0000000,0.0000000
77.3190288,10.3960501,33.9153020,2.2250533,0.1123939,8.0000000,0.0000000
77.5188195,10.2389140,33.7919354,2.2478121,0.1154487,8.0000000,0.0000000
77.7186103,10.0846686,33.6649796,2.2712038,0.1188393,8.0000000,0.0000000
77.9184011,9.9334601,33.5343796,2.2953063,0.1225555,8.0000000,0.0000000
78.1181919,9.7855175,33.4001321,2.3202502,0.1271657,8.0000000,0.0000000
78.3179826,9.6410322,33.2621685,2.3461248,0.1319083,8.0000000,0.0000000
78.5177734,9.5002100,33.1204222,2.3729675,0.1367411,8.0000000,0.0000000
78.7175642,9.3633337,32.9749056,2.4007515,0.1414176,8.0000000,0.0000000
78.9173549,9.2306234,32.8255813,2.4294726,0.1461028,8.0000000,0.0000000
79.1171457,9.1023093,32.6724242,2.4591405,0.1508532,8.0000000,0.0000000
79.3169365,8.9786852,32.5154906,2.4897536,0.1556354,8.0000000,0.0000000
79.5167273,8.8599996,32.3547890,2.5213316,0.1604822,8.0000000,0.0000000
79.7165180,8.7465162,32.1903488,2.5538925,0.1654588,8.0000000,0.0000000
79.9163088,8.6385401,32.0222622,2.5874588,0.1706024,8.0000000,-1.3204878
80.1160996,8.5363531,31.8505904,2.6220661,0.1758179,7.9669541,-1.8922678
80.3158903,8.4402562,31.6754296,2.6577364,0.1815465,7.9193587,-1.5280281
80.5156811,8.3505835,31.4969012,2.6947449,0.1889958,7.8807151,-1.2739694
80.7154719,8.2677029,31.3151037,2.7331235,0.1945139,7.8483511,-1.2452251
80.9152627,8.1919615,31.1302554,2.7724081,0.1964024,7.8165879,-1.2452251
81.1150534,8.1234759,30.9425786,2.8106499,0.1864365,7.7846951,-0.5334122
81.3148442,8.0620230,30.7524699,2.8468999,0.1763655,7.7709932,0.1188379
81.5146350,8.0073127,30.5603348,2.8811454,0.1666783,7.7740479,0.6949528
81.7144258,7.9590293,30.3664666,2.9135774,0.1580072,7.7918876,1.1694622
81.9142165,7.9168873,30.1711573,2.9442995,0.1495052,7.8218161,1.6062578
82.1140073,7.8806059,29.9747239,2.9733238,0.1412853,7.8627373,2.0053971
82.3137981,7.8498813,29.7773133,3.0008190,0.1339548,7.9135301,2.3349181
82.5135888,7.8244502,29.5791407,3.0268713,0.1268875,7.9722612,1.1087897
82.7133796,7.8040541,29.3804207,3.0515240,0.1199703,8.0000000,0.0000000
82.9131704,7.7884251,29.1812484,3.0748180,0.1132119,8.0000000,0.0000000
83.1129612,7.7773053,28.9817678,3.0967774,0.1066568,8.0000000,0.0000000
83.3127519,7.7704389,28.7821120,3.1174377,0.1002211,8.0000000,0.0000000
83.5125427,7.7675715,28.5823474,3.1368320,0.0939215,8.0000000,0.0000000
83.7123335,7.7684537,28.3825696,-3.1282006,0.0878533,8.0000000,0.0000000
83.9121242,7.7728422,28.1828332,-3.1112515,0.0817741,8.0000000,0.0000000
84.1119150,7.7804928,27.9831886,-3.0955357,0.0755464,8.0000000,0.0000000
84.3117058,7.7911589,27.7837076,-3.0809822,0.0703398,8.0000000,0.0000000
84.5114966,7.8046288,27.5843740,-3.0674153,0.0657591,8.0000000,0.0000000
84.7112873,7.8207201,27.3852204,-3.0546468,0.0620505,8.0000000,0.0000000
84.9110781,7.8392742,27.1863248,-3.0426353,0.0581884,8.0000000,0.0000000
85.1108689,7.8601438,26.9876139,-3.0313965,0.0542835,8.0000000,0.0000000
85.3106596,7.8831678,26.7891368,-3.0209469,0.0503167,8.0000000,0.0000000
85.5104504,7.9081801,26.5909479,-3.0112873,0.0464032,8.0000000,0.0000000
85.7102412,7.9350345,26.3929568,-3.0024043,0.0425101,8.0000000,0.0000000
85.9100320,7.9635703,26.1951963,-2.9942990,0.0386259,8.0000000,0.0000000
86.1098227,7.9936256,25.9977010,-2.9869662,0.0347943,8.0000000,0.0000000
86.3096135,8.0250586,25.8003859,-2.9803932,0.0310249,8.0000000,0.0000000
86.5094043,8.0577143,25.6032689,-2.9745635,0.0273332,8.0000000,0.0000000
86.7091951,8.0914424,25.4063561,-2.9694671,0.0236938,8.0000000,0.0000000
86.9089858,8.1261059,25.2095850,-2.9650902,0.0201935,8.0000000,0.0000000
87.1087766,8.1615626,25.0129604,-2.9613850,0.0168990,8.0000000,0.0000000
87.3085674,8.1976817,24.8164618,-2.9583457,0.0135145,8.0000000,0.0000000
87.5083581,8.2343327,24.6200547,-2.9559725,0.0104439,8.0000000,0.0000000
87.7081489,8.2713933,24.4237329,-2.9541387,0.0079142,8.0000000,0.0000000
87.9079397,8.3087635,24.2274590,-2.9528582,0.0048339,8.0000000,0.0000000
88.1077305,8.3463198,24.0312352,-2.9522410,0.0008003,8.0000000,0.0000000
88.3075212,8.3839039,23.8350156,-2.9526288,-0.0046826,8.0000000,0.0000000
88.5073120,8.4213032,23.6387528,-2.9541597,-0.0107094,8.0000000,0.0000000
88.7071028,8.4582812,23.4424169,-2.9569084,-0.0167933,8.0000000,0.0000000
88.9068935,8.4946005,23.2459574,-2.9608675,-0.0228388,8.0000000,0.0000000
89.1066843,8.5300196,23.0493330,-2.9660956,-0.0295821,8.0000000,0.0000000
89.3064751,8.5642761,22.8525016,-2.9726935,-0.0365393,8.0000000,0.0000000
89.5062659,8.5970943,22.6554246,-2.9807083,-0.0436934,8.0000000,0.0000000
89.7060566,8.6282014,22.4580742,-2.9899627,-0.0486914,8.0000000,0.0000000
89.9058474,8.6573880,22.2604290,-3.0001392,-0.0528388,8.0000000,0.0000000
90.1056382,8.6844893,22.0624829,-3.0110213,-0.0560955,8.0000000,0.0000000
90.3054289,8.7093712,21.8642522,-3.0225286,-0.0590681,8.0000000,0.0000000
90.5052197,8.7319126,21.6657361,-3.0346238,-0.0620066,8.0000000,0.0000000
90.7050105,8.7519930,21.4669563,-3.0473056,-0.0649440,8.0000000,0.0000000
90.9048013,8.7694923,21.2679369,-3.0605740,-0.0678816,8.0000000,0.0000000
91.1045920,8.7842911,21.0686954,-3.0744292,-0.0707933,8.0000000,0.0000000
91.3043828,8.7962705,20.8692645,-3.0888592,-0.0736601,8.0000000,0.0000000
91.5041736,8.8053169,20.6696814,-3.1038091,-0.0759286,8.0000000,0.0000000
91.7039644,8.8113348,20.4699821,-3.1191974,-0.0780871,8.0000000,0.0000000
91.9037551,8.8142366,20.2702140,-3.1350081,-0.0801885,8.0000000,0.0000000
92.1035459,8.8139375,20.0704247,3.1319422,-0.0823388,8.0000000,0.0000000
92.3033367,8.8103518,19.8706677,3.1152744,-0.0845128,8.0000000,0.0000000
92.5031274,8.8033940,19.6710014,3.0981711,-0.0867049,8.0000000,0.0000000
92.7029182,8.7929783,19.4714826,3.0806269,-0.0889244,8.0000000,0.0000000
92.9027090,8.7790198,19.2721830,3.0626364,-0.0911736,8.0000000,0.0000000
93.1024998,8.7614335,19.0731722,3.0441936,-0.0934544,8.0000000,0.0000000
93.3022905,8.7401341,18.8745206,3.0252914,-0.0957698,8.0000000,0.0000000
93.5020813,8.7150382,18.6763165,3.0059234,-0.0981194,8.0000000,0.0000000
93.7018721,8.6860619,18.4786429,2.9860825,-0.1005044,8.0000000,0.0000000
93.9016628,8.6531209,18.2815895,2.9657416,-0.1031488,8.0000000,0.0000000
94.1014536,8.6161259,18.0852586,2.9448409,-0.1064466,8.0000000,0.0000000
94.3012444,8.5749617,17.8897585,2.9231473,-0.1107238,8.0000000,0.0000000
94.5010352,8.5294869,17.6952161,2.9006626,-0.1142834,8.0000000,0.0000000
94.7008259,8.4795839,17.5017620,2.8775496,-0.1159768,8.0000000,0.0000000
94.9006167,8.4252190,17.3095148,2.8544921,-0.1148522,8.0000000,0.0000000
95.1004075,8.3664611,17.1185619,2.8317330,-0.1128837,8.0000000,0.0000000
95.3001982,8.3034122,16.9289842,2.8093830,-0.1108526,8.0000000,0.0000000
95.4999890,8.2361810,16.7408512,2.7874361,-0.1088576,8.0000000,0.0000000
95.6997798,8.1648725,16.5542200,2.7658839,-0.1068921,8.0000000,0.0000000
95.8995706,8.0895960,16.3691576,2.7447207,-0.1049640,8.0000000,0.0000000
96.0993613,8.0104561,16.1857159,2.7239406,-0.1030648,8.0000000,0.0000000
96.2991521,7.9275535,16.0039374,2.7035370,-0.1011849,8.0000000,0.0000000
96.4989429,7.8409951,15.8238759,2.6835063,-0.0993359,8.0000000,0.0000000
96.6987337,7.7508806,15.6455683,2.6638429,-0.0975117,8.0000000,0.0000000
96.8985244,7.6573077,15.4690464,2.6445407,-0.0957155,8.0000000,0.0000000
97.0983152,7.5603780,15.2943492,2.6255947,-0.0939479,8.0000000,0.0000000
97.2981060,7.4601861,15.1215012,2.6069999,-0.0921989,8.0000000,0.0000000
97.4978967,7.3568273,14.9505291,2.5887422,-0.0905860,8.0000000,0.0000000
97.6976875,7.2503907,14.7814547,2.5708053,-0.0889319,8.0000000,0.0000000
97.8974783,7.1409657,14.6142954,2.5532115,-0.0871930,8.0000000,0.0000000
98.0972691,7.0286457,14.4490766,2.5358853,-0.0863396,8.0000000,0.0000000
98.2970598,6.9134879,14.2858143,2.5186838,-0.0862591,8.0000000,0.0000000
98.4968506,6.7955300,14.1245601,2.5013551,-0.0872139,8.0000000,0.0000000
98.6966414,6.6747842,13.9653926,2.4838146,-0.0883993,8.0000000,0.0000000
98.8964321,6.5512474,13.8083793,2.4661357,-0.0870655,8.0000000,0.0000000
99.0962229,6.4250004,13.6535275,2.4492439,-0.0820285,8.0000000,0.0000000
99.2960137,6.2962488,13.5007615,2.4336041,-0.0742912,8.0000000,0.0000000
99.4958045,6.1652384,13.3499174,2.4195524,-0.0664474,8.0000000,0.0000000
99.6955952,6.0322397,13.2008294,2.4070413,-0.0587966,8.0000000,0.0000000
99.8953860,5.8974983,13.0533137,2.3960549,-0.0511863,8.0000000,0.0000000
100.0951768,5.7612554,12.9071836,2.3865862,-0.0436220,8.0000000,0.0000000
100.2949676,5.6237443,12.7622469,2.3786211,-0.0361136,8.0000000,0.0000000
100.4947583,5.4851901,12.6183055,2.3721520,-0.0286482,8.0000000,0.0000000
100.6945491,5.3458149,12.4751601,2.3671730,-0.0212049,8.0000000,0.0000000
100.8943399,5.2058341,12.3326061,2.3636774,-0.0137872,8.0000000,0.0000000
101.0941306,5.0654615,12.1904388,2.3616620,-0.0063907,8.0000000,0.0000000
101.2939214,4.9249074,12.0484507,2.3611235,0.0009964,8.0000000,0.0000000
101.4937122,4.7843803,11.9064334,2.3620594,0.0083721,8.0000000,0.0000000
101.6935030,4.6440935,11.7641841,2.3644660,0.0157157,8.0000000,0.0000000
101.8932937,4.5042525,11.6214935,2.3683391,0.0230604,8.0000000,0.0000000
102.0930845,4.3650684,11.4781580,2.3736809,0.0304118,8.0000000,0.0000000
102.2928753,4.2267629,11.3339848,2.3804911,0.0377633,8.0000000,0.0000000
102.4926660,4.0895458,11.1887688,2.3887701,0.0451148,8.0000000,0.0000000
102.6924568,3.9536408,11.0423194,2.3985186,0.0524695,8.0000000,0.0000000
102.8922476,3.8192854,10.8944609,2.4097366,0.0598325,8.0000000,0.0000000
103.0920384,3.6867026,10.7450020,2.4224264,0.0672018,8.0000000,0.0000000
103.2918291,3.5561361,10.5937736,2.4365905,0.0745841,8.0000000,0.0000000
103.4916199,3.4278450,10.4406255,2.4522300,0.0819844,8.0000000,0.0000000
103.6914107,3.3020746,10.2853906,2.4693506,0.0894051,8.0000000,0.0000000
103.8912014,3.1790955,10.1279318,2.4879577,0.0968595,8.0000000,0.0000000
104.0909922,3.0591928,9.9681312,2.5080561,0.1043488,8.0000000,0.0000000
104.2907830,2.9426432,9.8058598,2.5296563,0.1118902,8.0000000,0.0000000
104.4905738,2.8297500,9.6410232,2.5527714,0.1195090,8.0000000,0.0000000
104.6903645,2.7208279,9.4735433,2.5774143,0.1271970,8.0000000,0.0000000
104.8901553,2.6161945,9.3033456,2.6036039,0.1349983,8.0000000,0.0000000
105.0899461,2.5161913,9.1303909,2.6313690,0.1429648,8.0000000,0.0000000
105.2897369,2.4211675,8.9546472,2.6607455,0.1511371,8.0000000,-2.5858980
105.4895276,2.3314943,8.7761159,2.6917747,0.1595344,7.9351574,-2.8578436
105.6893184,2.2475612,8.5948260,2.7245141,0.1682525,7.8628736,-2.4417464
105.8891092,2.1697621,8.4107970,2.7590445,0.1774617,7.8005836,-1.9943521
106.0888999,2.0985420,8.2241393,2.7954479,0.1869963,7.7493353,-1.5032990
106.2886907,2.0343509,8.0349698,2.8337913,0.1969395,7.7104804,-1.2018601
106.4884815,1.9776162,7.8433695,2.8738335,0.2034889,7.6792751,-1.0968004
106.6882723,1.9287266,7.6496731,2.9149474,0.2050125,7.6506866,-1.1929281
106.8880630,1.8877952,7.4541679,2.9552646,0.1986802,7.6194707,-0.7178569
107.0878538,1.8546440,7.2571169,2.9943738,0.1928082,7.6006244,-0.3157964
107.2876446,1.8291150,7.0589892,3.0323438,0.1875125,7.5923188,0.0163629
107.4874353,1.8110268,6.8600630,3.0693228,0.1827438,7.5927494,0.2899191
107.6872261,1.8002100,6.6605439,3.1053938,0.1783293,7.6003743,0.5213947
107.8870169,1.7965096,6.4608172,3.1406182,0.1746809,7.6140678,0.6915102
108.0868077,1.7997814,6.2610840,-3.1079547,0.1718306,7.6321913,0.8036420
108.2865984,1.8099359,6.0615801,-3.0734352,0.1740799,7.6531996,0.6101762
108.4863892,1.8270213,5.8625460,-3.0383892,0.1770861,7.6691120,0.3859480
108.6861800,1.8511438,5.6642018,-3.0026144,0.1810427,7.6791599,0.1221813
108.8859707,1.8824050,5.4669091,-2.9662046,0.1834321,7.6823381,-0.0286733
109.0857615,1.9208783,5.2708720,-2.9293180,0.1857928,7.6815924,-0.1656380
109.2855523,1.9666085,5.0763665,-2.8919538,0.1882174,7.6772831,-0.2948945
109.4853431,2.0196000,4.8837765,-2.8541462,0.1903539,7.6696050,-0.3959931
109.6851338,2.0798867,4.6933069,-2.8158847,0.1926160,7.6592826,-0.4953521
109.8849246,2.1474664,4.5052749,-2.7771632,0.1949958,7.6463505,-0.5923348
110.0847154,2.2222965,4.3200696,-2.7379754,0.1973988,7.6308577,-1.6465537
110.2845062,2.3043838,4.1379311,-2.6982751,0.2000009,7.5876253,-1.6142139
110.4842969,2.3936916,3.9592004,-2.6580360,0.2028207,7.5450015,-1.5589884
110.6840877,2.4901458,3.7842722,-2.6172252,0.2058201,7.5036061,-1.4849262
110.8838785,2.5937224,3.6134376,-2.5757755,0.2091245,7.4639638,-1.3892555
111.0836692,2.7043509,3.4470715,-2.5336349,0.2127587,7.4266839,-1.2672741
111.2834600,2.8219365,3.2855759,-2.4907366,0.2167733,7.3925134,-1.1047786
111.4832508,2.9464138,3.1293131,-2.4469799,0.2213703,7.3625950,-18.9767248
111.6830416,3.0776760,2.9787125,-2.4022390,0.2265867,6.8282543,-2.3843514
