%time,field.data
1726797047337717384,0.00305756530724
1726797060414465133,0.000864441331942
1726797073712320801,0.00118185230531
1726797086653483018,0.00097727146931
1726797099257037900,0.00118012819439
1726797111482748766,0.000708501785994
1726797123544028910,0.00116208323743
1726797135397608164,0.00102106889244
1726797147107518113,0.00158094370272
1726797158451098532,0.00144407630432
1726797169615837991,0.00145859608892
1726797180623770050,0.00228294869885
1726797191614262406,0.00239058933221
1726797202417689566,0.0037197812926
1726797213084711939,0.00621543545276
1726797223690575176,0.0077582183294
1726797234356128811,0.00849262718111
1726797244790890502,0.0041091456078
1726797255427498408,0.00488609774038
1726797266266838709,0.00788674410433
1726797276881433710,0.00586617132649
1726797287547946356,0.00213715294376
