%time,field.data
1726796211620875630,0.004788341932
1726796224893275442,0.00145997386426
1726796238215251128,0.000517808424775
1726796251172198267,0.000498858804349
1726796263892124669,0.000774719228502
1726796276163702922,0.000888832611963
1726796288236271703,0.000646906963084
1726796300072664805,0.00133928935975
1726796311591605887,0.00136410072446
1726796322947475262,0.00109333789442
1726796334282734563,0.00205344590358
1726796345271026907,0.00278771063313
1726796356082715344,0.00228973058984
1726796366903958309,0.00335828051902
1726796377549470296,0.00149158318527
1726796388209943925,0.00167266768403
1726796398637039730,0.00179502752144
1726796409135038362,0.0033476727549
1726796419544302411,0.00318718515337
1726796430034882799,0.00233561568893
