1725715523977737414,216.536003,-0.055030
1725715523992057181,216.514283,-0.055442
1725715524016598885,216.509241,-0.056126
1725715524031972862,216.438091,-0.054675
1725715524061197198,216.405015,-0.054766
1725715524124355188,216.414108,-0.054425
1725715524151260768,216.422977,-0.052542
1725715524179589070,216.413768,-0.053809
1725715524199230957,216.407660,-0.053432
1725715524217121290,216.404352,-0.053331
1725715524234904359,216.441925,-0.052337
1725715524252077923,216.438255,-0.053467
1725715524281726963,216.439565,-0.053931
1725715524323277302,216.441672,-0.054171
1725715524361918773,216.481670,-0.055105
1725715524377047917,216.489164,-0.053701
1725715524404017817,216.505625,-0.053112
1725715524421742870,216.510578,-0.053529
1725715524448788098,216.445425,-0.053436
1725715524466128286,216.421788,-0.054119
1725715524486756415,216.407482,-0.054257
1725715524502370104,216.396131,-0.054422
1725715524532454953,216.420449,-0.054150
1725715524571807881,216.413733,-0.053567
1725715524611953674,216.436427,-0.052460
1725715524630410344,216.444462,-0.051943
1725715524656248722,216.397350,-0.052421
1725715524669408839,216.393006,-0.052401
1725715524692936077,216.386299,-0.052306
1725715524708771303,216.389757,-0.053699
1725715524734458608,216.426750,-0.054046
1725715524775224242,216.443380,-0.053283
1725715524791138700,216.453610,-0.053128
1725715524815030899,216.490955,-0.052001
1725715524832018094,216.464467,-0.054170
1725715524859729979,216.450656,-0.053600
1725715524900606813,216.446420,-0.053526
1725715524914691476,216.422412,-0.053699
1725715524939240764,216.374458,-0.053599
1725715524954298740,216.357603,-0.052866
1725715524986431145,216.342462,-0.052611
1725715525029166861,216.356734,-0.052119
1725715525044517765,216.433891,-0.050238
1725715525070499566,216.452476,-0.052202
1725715525083915364,216.469632,-0.052728
1725715525108547019,216.465797,-0.055333
1725715525148277194,216.500452,-0.053531
1725715525165008132,216.485595,-0.053650
1725715525192859984,216.488458,-0.053905
1725715525208647785,216.432710,-0.053922
1725715525231540878,216.327297,-0.054102
1725715525271658797,216.343356,-0.051194
1725715525311303084,216.323511,-0.049333
1725715525327515974,216.462098,-0.044658
1725715525351852844,216.816461,-0.044748
1725715525366336035,217.159392,-0.043137
1725715525392159468,217.474493,-0.041326
1725715525407914693,217.942172,-0.041510
1725715525433682926,218.727612,-0.038524
1725715525471703018,219.296054,-0.039408
1725715525512636203,220.010235,-0.039274
1725715525528110339,220.644963,-0.034575
1725715525552277770,221.717165,-0.034096
1725715525566575584,222.184229,-0.034488
1725715525592723370,223.069209,-0.034113
1725715525610421126,223.801294,-0.031699
1725715525635955374,225.046460,-0.026096
1725715525675038348,225.746430,-0.021444
1725715525717124335,226.804098,-0.018236
1725715525731773766,227.827860,-0.013792
1725715525754617962,229.116861,-0.014607
1725715525769274946,230.648344,-0.014708
1725715525796427277,231.609331,-0.014407
1725715525813948104,233.131639,-0.011464
1725715525835580939,234.676734,-0.010642
1725715525875446890,235.485154,0.010136
1725715525892092772,236.543559,0.010118
1725715525917106508,238.170010,0.012442
1725715525931318178,239.820096,0.013367
1725715525963962486,241.106691,0.013881
1725715526004669815,242.179565,0.013336
1725715526018702956,243.678694,0.016268
1725715526044246964,245.321860,0.016484
1725715526058331178,246.212631,0.016400
1725715526087308887,247.164294,0.015326
1725715526131970844,248.684029,0.013687
1725715526170407544,250.566620,0.015067
1725715526187594322,251.402215,0.016729
1725715526222137800,252.373025,0.015434
1725715526238991042,253.219559,0.014755
1725715526256235997,254.553277,0.012914
1725715526269814418,255.535467,0.012993
1725715526290811314,256.677955,-0.014051
1725715526333781461,257.724503,0.012264
1725715526371287535,259.602098,0.014052
1725715526385532997,259.647247,0.014054
1725715526414267602,260.535776,-0.014846
1725715526430098442,261.461406,-0.016130
1725715526454677104,263.249630,-0.014879
1725715526469660231,263.286889,-0.014999
1725715526496854674,264.397419,-0.021489
1725715526509211077,265.152335,-0.019557
1725715526557915696,267.120149,-0.017088
1725715526597480142,268.325420,-0.013271
1725715526635396680,268.349256,-0.013304
1725715526650203391,269.316671,-0.013976
1725715526679618477,270.655582,-0.015185
1725715526693012130,271.316738,-0.014124
1725715526728646009,272.123931,-0.013170
1725715526770709914,273.300398,-0.012734
1725715526787482964,273.327929,-0.012781
1725715526807255667,274.650468,-0.015589
1725715526828707540,276.369918,-0.022340
1725715526864002987,277.372659,-0.022909
1725715526881593862,277.836961,-0.025638
1725715526906595693,278.925948,-0.031020
1725715526929698353,280.420679,-0.037603
1725715526956084954,282.056512,-0.043665
1725715526972622707,282.089316,-0.043931
1725715526998608315,283.671797,-0.054179
1725715527019171451,285.026557,-0.066171
1725715527055305074,286.565882,-0.075850
