0,0.031
1,0.034018
2,0.033679
3,0.034126
4,0.023973
5,0.012302
6,0.006452
7,0.005266
8,0.002259
9,-0.002597
10,-0.007706
11,-0.006163
12,-0.006791
13,-0.009849
14,-0.010635
15,-0.011547
16,-0.016541
17,-0.018323
18,-0.014495
19,-0.012174
20,-0.006115
21,-0.004012
22,-0.000639
23,-0.003933
24,-0.011915
25,-0.018705
27,-0.015584
28,-0.014993
29,-0.009079
30,-0.010808
31,-0.015889
32,-0.016793
33,-0.022524
34,-0.021776
35,-0.017723
36,-0.020861
37,-0.022565
38,-0.021338
39,-0.030154
41,-0.032556
42,-0.032412
44,-0.034158
45,-0.033576
46,-0.031306
48,-0.026537
49,-0.023037
50,-0.021385
51,-0.016288
52,-0.008469
53,-0.002335
54,0.001434
55,-0.000447
56,-0.000847
57,0.00215
58,-0.002158
59,-0.003956
60,-0.006627
61,-0.009308
62,-0.009102
63,-0.00741
64,-0.006452
65,-0.004965
66,0.007019
67,0.015738
68,0.01451
69,0.017078
70,0.021024
71,0.009315
73,0.001961
74,0.001674
75,-0.00087
76,-0.002047
77,-0.002021
78,0.002618
79,0.004331
80,0.002205
81,-0.010852
82,-0.021692
83,-0.028584
84,-0.038845
86,-0.041367
88,-0.047095
89,-0.044155
90,-0.04037
91,-0.035458
92,-0.034479
93,-0.057103
94,-0.067313
95,-0.068362
96,-0.059025
97,-0.054244
98,-0.051294
99,-0.046302
100,-0.038401
101,-0.035906
102,-0.025501
104,-0.014038
105,-0.010435
106,0.003762
107,0.009345
108,0.011307
109,0.015192
110,0.019696
112,0.021889
113,0.026051
115,0.024278
116,0.023583
117,0.019825
119,0.00657
120,0.008309
121,0.011124
122,0.008653
123,0.011005
124,0.008563
125,0.006017
126,0.00782
127,0.003824
128,0.003821
129,-0.004162
130,-0.004581
131,-0.011149
132,-0.007362
133,-0.008576
134,-0.012551
135,-0.016283
136,-0.018136
137,-0.022062
138,-0.023406
139,-0.027533
140,-0.029569
141,-0.025322
142,-0.021773
143,-0.024502
144,-0.005968
145,-0.004846
147,0.005205
148,-0.005042
149,-0.0049
150,0.006685
151,0.007018
152,0.011515
153,0.015543
154,0.012612
155,0.011119
156,0.011164
157,0.005637
158,0.003144
159,0.00342
160,0.004254
161,0.007567
162,0.007248
163,0.004862
164,-0.002715
165,-0.003695
166,-0.002825
167,-0.005575
168,-0.013307
169,-0.013356
170,-0.013221
171,-0.017597
173,-0.023848
174,-0.026976
176,-0.037004
179,-0.049377
181,-0.054781
182,-0.060122
184,-0.064792
186,-0.072048
187,-0.07216
189,-0.075085
190,-0.07678
192,-0.078563
193,-0.076561
196,-0.074883
198,-0.073334
201,-0.064993
202,-0.063397
204,-0.060601
205,-0.05798
208,-0.045106
209,-0.038001
211,-0.033434
212,-0.029064
215,-0.020528
217,-0.014812
219,-0.011217
221,-0.002893
223,0.003101
224,0.003018
225,0.004868
227,0.009923
228,0.013186
229,0.018226
231,0.021114
233,0.025469
235,0.036104
236,0.03739
237,0.039356
240,0.039326
242,0.038012
243,0.039542
244,0.040842
245,0.040341
246,0.038373
248,0.040907
250,0.033079
251,0.025363
253,0.031719
254,0.038387
256,0.034901
257,0.037465
258,0.033607
259,0.031222
261,0.021589
262,0.021157
263,0.01248
265,0.024187
266,0.023108
267,0.028689
268,0.032617
269,0.033778
270,0.028764
272,0.02124
273,0.015019
274,0.015474
276,0.018582
277,0.015161
278,0.012295
280,-0.001302
281,-0.007645
283,-0.01467
284,-0.017386
285,-0.01717
286,-0.023477
287,-0.025911
289,-0.02553
290,-0.023617
291,-0.028866
292,-0.033723
294,-0.03704
295,-0.036107
296,-0.040473
297,-0.043509
299,-0.03709
300,-0.04156
301,-0.043268
303,-0.046376
304,-0.040584
305,-0.043929
306,-0.040846
307,-0.036485
308,-0.02805
309,-0.027422
310,-0.026452
311,-0.025276
312,-0.022991
314,-0.024966
315,-0.020275
316,-0.016244
317,-0.018311
319,-0.020105
320,-0.022224
322,-0.01684
323,-0.019747
324,-0.014045
325,-0.014434
327,-0.011921
328,-0.015037
329,-0.013082
330,-0.013887
333,-0.010591
334,-0.015197
335,-0.015394
338,-0.017374
339,-0.024162
340,-0.020363
341,-0.015475
343,-0.012486
346,-0.007492
347,-0.007809
348,-0.009334
350,-0.012455
351,-0.012547
353,-0.01805
355,-0.022799
358,-0.033139
362,-0.049686
366,-0.073349
367,-0.077429
368,-0.075213
369,-0.077512
371,-0.073705
372,-0.074432
375,-0.072351
377,-0.06607
379,-0.057629
381,-0.042617
382,-0.037478
385,-0.027334
386,-0.020698
388,-0.013517
389,-0.010834
391,-0.007869
393,0.005979
394,0.012389
396,0.01914
397,0.020127
399,0.020968
402,0.02059
403,0.021084
404,0.022664
405,0.021888
407,0.01873
408,0.015754
409,0.014888
411,0.01509
413,0.022044
414,0.024604
416,0.018224
417,0.014128
418,0.015012
419,0.013911
420,0.013534
421,0.013478
422,0.012685
423,0.010759
424,0.007111
425,0.010615
426,0.009464
427,0.008211
428,0.005642
429,0.008415
430,0.010839
431,0.011721
432,0.013471
433,0.00765
434,0.001015
435,-0.003347
436,0.002093
437,0.008876
438,0.015895
439,0.024704
