0,0.039015
1,0.041487
2,0.038254
3,0.0352
4,0.036653
5,0.040118
6,0.042556
7,0.035482
9,0.025049
10,0.019822
11,0.020788
12,0.02738
14,0.03237
16,0.024721
17,0.015628
19,-0.000914
20,-0.005942
21,-0.010222
22,-0.005309
23,0.005846
24,0.014037
25,0.017415
26,0.016049
27,0.014046
28,0.009858
29,0.005528
30,0.004563
31,0.003509
32,0.004494
33,0.001953
34,-0.003817
35,-0.002671
36,-0.004559
37,-0.003542
39,0.002371
40,-0.002508
41,-0.008445
42,-0.008269
44,-0.00855
46,-0.004336
47,-0.004487
48,-0.002233
49,0.006669
50,0.008391
51,0.010116
52,0.008979
53,-0.00336
54,0.005521
56,0.012544
57,0.002984
58,-0.004218
59,-0.0049
60,-0.005987
61,-0.006063
62,-0.00823
63,-0.00576
64,-0.008239
65,-0.006442
66,-0.001441
67,-0.002573
68,0.002396
69,0.002611
70,-0.000924
71,-0.005259
72,-0.009036
73,-0.004419
74,-0.007029
76,0.001025
77,-0.008784
78,-0.012826
79,-0.021319
80,-0.025767
81,-0.02277
82,-0.025329
84,-0.02854
85,-0.033578
86,-0.039391
87,-0.042626
88,-0.046385
89,-0.045111
90,-0.055223
91,-0.045587
92,-0.039956
93,-0.035652
94,-0.042378
95,-0.049645
96,-0.052128
97,-0.045605
98,-0.044157
99,-0.034778
100,-0.025348
101,-0.022215
102,-0.017441
103,-0.013603
104,-0.006587
105,0.005078
106,0.00985
107,0.014025
109,0.024716
110,0.029974
111,0.033465
112,0.037533
113,0.036146
115,0.030835
116,0.026189
118,0.026581
119,0.02693
120,0.02903
121,0.02876
122,0.024573
123,0.023435
124,0.021611
125,0.021753
126,0.027975
127,0.037473
128,0.032856
129,0.018056
130,0.019319
131,0.023647
132,0.023731
133,0.018842
134,0.014443
135,0.009256
136,0.008011
137,0.002649
138,0.001418
139,-0.001009
140,-0.007323
141,-0.01091
142,-0.009209
143,-0.001543
145,0.000795
147,-0.002671
148,-0.004592
149,-0.00094
150,0.006092
151,0.008961
152,0.009026
153,0.010701
154,0.006221
155,-0.003033
156,-0.006546
157,-0.009467
158,-0.012125
159,-0.005448
160,-0.003062
161,-0.00333
163,-0.006301
165,-0.016755
166,-0.020569
167,-0.01989
169,-0.016391
171,-0.012695
172,-0.015
173,-0.027449
175,-0.033866
178,-0.039136
180,-0.044511
181,-0.046986
183,-0.049937
184,-0.053051
185,-0.055662
187,-0.055347
189,-0.05482
190,-0.055236
192,-0.051189
193,-0.050431
195,-0.043858
196,-0.038143
198,-0.032363
200,-0.024496
202,-0.018116
204,-0.015158
205,-0.0122
207,-0.004345
209,0.004021
211,0.007756
213,0.012409
214,0.019957
215,0.01996
217,0.020053
218,0.019872
220,0.016406
222,0.010684
223,0.008725
225,-0.002712
226,-0.009814
228,-0.013487
229,-0.019696
231,-0.025678
232,-0.027987
233,-0.03456
235,-0.044587
236,-0.046493
237,-0.049528
238,-0.052673
240,-0.056304
241,-0.058722
242,-0.062086
244,-0.069521
245,-0.070892
246,-0.063297
247,-0.062163
249,-0.06156
250,-0.05881
252,-0.054562
253,-0.052089
254,-0.04912
255,-0.042518
256,-0.0355
257,-0.032788
258,-0.028104
259,-0.023906
260,-0.019894
261,-0.018176
262,-0.012929
263,-0.013429
264,-0.011874
265,-0.008899
266,0.001638
267,0.010428
268,0.015077
269,0.013225
270,0.015162
271,0.015608
272,0.015241
273,0.012064
274,0.013795
275,0.018422
276,0.02423
277,0.027975
278,0.027705
280,0.024148
281,0.020789
282,0.016532
283,0.011562
284,0.012768
285,0.015078
286,0.016046
288,0.017343
289,0.024286
290,0.023511
291,0.023394
293,0.019016
294,0.017849
295,0.017573
297,0.017944
298,0.014487
299,0.017086
300,0.018208
301,0.021388
302,0.017746
303,0.018209
305,0.020059
307,0.019957
308,0.022502
309,0.026384
310,0.028857
312,0.031512
314,0.032036
317,0.031076
319,0.027861
320,0.030635
321,0.032095
323,0.027801
324,0.027804
326,0.020602
327,0.01411
328,0.012114
329,0.013464
330,0.012627
332,-0.009042
334,0.010237
335,0.011512
337,0.009168
338,-0.009803
339,0.010049
340,0.009824
342,-0.01297
343,-0.013029
344,-0.014979
345,-0.017218
347,-0.02084
348,-0.020788
349,-0.024159
351,-0.024877
352,-0.022886
353,-0.010569
355,-0.006441
356,0.007912
357,0.008123
359,-0.00724
361,-0.00942
363,-0.014057
364,-0.018027
366,-0.019614
368,-0.018709
369,-0.022833
371,-0.024668
373,-0.021984
374,-0.01986
376,-0.014622
378,-0.011111
380,-0.006902
381,0.00674
383,0.008517
385,0.01189
387,0.017674
388,0.019116
390,0.017695
391,0.01857
393,0.013018
394,0.008647
395,0.00527
397,-0.007996
398,-0.015229
399,-0.019447
400,-0.027879
402,-0.033439
403,-0.036531
404,-0.041406
405,-0.044506
407,-0.048859
408,-0.049927
409,-0.048148
410,-0.049403
412,-0.051451
414,-0.049099
415,-0.042662
416,-0.03928
417,-0.036469
419,-0.038886
420,-0.041908
421,-0.048458
422,-0.038676
423,-0.040442
424,-0.031089
426,-0.023613
427,-0.017293
428,-0.020609
430,-0.023891
431,-0.018637
433,-0.006394
434,-0.004155
435,0.00743
436,0.013188
437,0.021577
438,0.02957
439,0.035918
