t_s,d_m,x_m,y_m,psi_rad,k_radpm,vx_mps,vy_mps,a_mps2,omega_radps,delta_rad,s_m
22.35240475592738,85.13988046100135,24.27502529028027,17.707845722772436,0.0792757863290713,-0.046860536271999036,4.965502451832695,-0.032343368977640057,-1.8000000000000027,-0.23268610775280613,-0.015462744489360284,0.0
0.04304400646663442,0.21207214584385117,24.486536291994298,17.723262959773386,0.06849121873712757,-0.05842424958339468,4.887967396724024,-0.03969503997269635,-1.799999999999996,-0.2855758271417003,-0.019277613984051423,0.21000000000000085
0.0867828134658506,0.4241512832677045,24.69822907619863,17.736058492050873,0.0552499680698727,-0.07006495419697614,4.809170656262734,-0.046836650724152135,-1.8000000000000071,-0.33695432175649015,-0.023117315960623806,0.4200000000000017
0.13123974278285377,0.636183605627581,24.910041847978825,17.74570501661226,0.03953934921282975,-0.08178961457145241,4.729070646766149,-0.053763652301743986,-1.8000000000000032,-0.3867888654801725,-0.02698402154188764,0.6300000000000026
0.1764453351112314,0.8481386693247225,25.121912812420423,17.751675230464915,0.021345767943150906,-0.0935860321340389,4.647612965755159,-0.06045828023400362,-1.8000000000000018,-0.43495165635973815,-0.030873577526648002,0.8400000000000034
0.22243894828357824,1.0600133965501009,25.33378017460897,17.75344183061621,0.0006574346091952621,-0.10541919782536364,4.564727640999371,-0.06688817974255314,-1.8000000000000091,-0.48120992620541825,-0.03477431152183839,1.0500000000000007
0.269270579176756,1.271836104396421,25.54558213963003,17.750477514073516,-0.022532413960767203,-0.11722767940613799,4.480325985717537,-0.07300533234212715,-1.800000000000011,-0.5252182182886845,-0.03866585356841039,1.2600000000000016
0.3170029468668494,1.483670519921533,25.75725691256914,17.74225497784419,-0.048221779066661224,-0.1289204023957482,4.394296981767989,-0.07874552038389719,-1.8000000000000107,-0.566514535135951,-0.04251809301383503,1.4700000000000024
0.3657138817267205,1.6956197198968819,25.968742698511846,17.728246918935607,-0.07636354529833395,-0.14037433863367071,4.306503093027551,-0.08402863076755637,-1.7813716928376084,-0.6045225235075998,-0.046290439592793754,1.6800000000000033
0.4154893901543941,1.907812137858527,26.179960663805986,17.70793452426109,-0.10685227559963811,-0.14964993268158172,4.217741717198916,-0.08773468220254922,-1.6978946546651035,-0.6311847640471168,-0.04934438970254729,1.9073969696196722
0.4663600713317635,2.120221018354745,26.390641325581043,17.680893975677893,-0.13930005689820774,-0.1584010466917044,4.13127979848364,-0.09096146715159822,-1.6088477200355846,-0.6543990442561023,-0.052224813690311796,2.117396969619673
0.518313120110971,2.332734381905555,26.600395638250863,17.64676102965663,-0.1736495069360706,-0.167587748637576,4.047598464924546,-0.09428758006346026,-1.5142721212450998,-0.6783279141256132,-0.055247677399860785,2.344793939239342
0.5713361715278822,2.5452799798393775,26.808832712385502,17.605172361401483,-0.2099799051046959,-0.17713666952216992,3.9672028259940753,-0.09768045633225882,-1.414543181415179,-0.702737095915531,-0.05838865677589337,2.5721909088590147
0.6254183013015826,2.7578311019583754,27.015561658555058,17.555764646116618,-0.24836001109401853,-0.18694246470609438,3.89059039856435,-0.10109700159945852,-1.3106763106289914,-0.7273165582694857,-0.06161293074333172,2.7995878784786825
0.6805510733589974,2.9704105597704045,27.220191587329595,17.498174559006213,-0.2888435152672956,-0.19686290706982223,3.818213217837727,-0.10448137298875781,-1.2049622562111886,-0.7516645538759554,-0.06487359721183965,3.0269848480983517
0.7367305782034173,3.1830946691053454,27.422331609279187,17.432038775274442,-0.3314637743900386,-0.20671523710625858,3.7504004153242247,-0.10776182264250492,-1.102350212868982,-0.7752649110971578,-0.06811050994368212,3.2123818177180214
0.7939615758904095,3.396017100531231,27.62159083497392,17.356993970125473,-0.376220592246191,-0.21627483634015027,3.6871939274804397,-0.1108451695876117,-1.02235916313199,-0.797447263220228,-0.07124988289613997,3.4991757569573627
0.8522695958317028,3.6093692828722044,27.817576101232188,17.27267950446666,-0.42291214578408565,-0.2234379739373077,3.627498831559579,-0.11266241752432364,-0.5605514672598755,-0.8105209893836233,-0.07360133944198922,3.684572726577031
0.9114575154213949,3.8231950532758954,28.009745076704384,17.178910933214354,-0.47105914752551287,-0.2275799370836953,3.5942721444442944,-0.11369980776070926,-0.7466195177045074,-0.8179842284943112,-0.07496065911736699,3.9293666658163717
0.9713535304256826,4.037246058762786,28.197316578285932,17.075785937483968,-0.5202374317444642,-0.23334751537663245,3.549483904036903,-0.11512859173281413,-1.0308085035561285,-0.8282632498763606,-0.0768530138960506,4.1915575746753815
1.0321586238787832,4.25128067633526,28.37948795671353,16.963427553723857,-0.5707373448306416,-0.2406625982755091,3.4867217708605684,-0.11663816939663334,-1.0839191487993036,-0.8391235208390887,-0.0792523134442974,4.394351513914723
1.0940437779863013,4.4651021064275005,28.55545656272389,16.841958818382366,-0.6228377629370374,-0.2494264485042562,3.4195390440229616,-0.11855636361884783,-1.0645178391536996,-0.8529234792722866,-0.08212559340834957,4.6565424227737315
1.157048909545809,4.678567182644391,28.724419747053705,16.71150276790784,-0.6768029382780228,-0.25950295974306575,3.35234335534736,-0.12092208016748195,-1.0230886957346998,-0.8699430227876399,-0.0854275552966228,4.83473333163274
1.2211809382229273,4.891595642450763,28.885574860439682,16.57218243874864,-0.7328771580139506,-0.27069953760055876,3.2865850124763862,-0.12366510899955754,-0.9603783513395701,-0.8896770431622844,-0.08909435862504674,5.05492424049175
1.2864393558012992,5.104179792411229,29.038119253618518,16.424120867353107,-0.7912764083738157,-0.2827466421651597,3.223749216724292,-0.12669909300337867,-0.8590143924573012,-0.9115042662113573,-0.09303701990195368,5.317115149350759
1.3528034197106242,5.316394426779983,29.181250365234987,16.267441143305298,-0.8511917661624407,-0.2930101452530315,3.1666050208171344,-0.1289707881980964,0.9429904522633107,-0.9278473971086073,-0.0963936790609848,5.59670302782944
1.4190591900908442,5.5284440056782636,29.314403985107724,16.102410426692526,-0.9120774790801944,-0.2757088781400548,3.2293382954089718,-0.12375965616010749,1.1381286618452378,-0.8903572385619245,-0.09073411214346423,5.816893936688446
